ENSGene	GRCh38	GRCh37
ENSG00000270012	AC232271.1	LL0XNC01-7P3.1
ENSG00000232986	AL139081.1	RP11-179A7.2
ENSG00000230490	AL139383.1	RP11-141M1.3
ENSG00000239392	AL354989.2	RP11-537H15.4
ENSG00000231682	LINC01891	AC097713.4
ENSG00000272931	AC099568.2	RP5-943J3.2
ENSG00000261914	RPL23AP84	ABC7-42391500H16.2
ENSG00000268804	LINC02132	RP11-542M13.3
ENSG00000224854	CDKN2A-AS1	C9orf53
ENSG00000248185	AC025445.1	CTD-2049O17.1
ENSG00000244128	LINC01322	RP11-85M11.2
ENSG00000234052	LINC01673	AP001607.1
ENSG00000214259	AC018695.1	RP11-568J23.1
ENSG00000228192	AL512353.1	RP11-342M1.3
ENSG00000177595	PIDD1	PIDD
ENSG00000273253	AL022328.4	RP3-402G11.26
ENSG00000230928	AL139241.1	RP11-34A14.3
ENSG00000267415	AC011471.1	CTC-503J8.2
ENSG00000235779	AC079779.3	AC079779.5
ENSG00000273216	AC002059.1	AC002059.10
ENSG00000229224	AC105398.1	AC105398.3
ENSG00000226838	AC096582.1	AC096582.8
ENSG00000251378	AC096582.2	AC096582.9
ENSG00000233472	AL390866.1	RP11-218D6.4
ENSG00000226395	MRPS21P5	RP11-218D6.3
ENSG00000269837	IPO5P1	RP11-15H20.5
ENSG00000196081	ZNF724	ZNF724P
ENSG00000259521	INO80-AS1	RP11-540O11.4
ENSG00000237581	AC005538.1	AC005538.5
ENSG00000263065	AF001548.1	AF001548.6
ENSG00000214917	AC011825.1	RP11-53I6.1
ENSG00000261416	AC012645.3	RP11-455F5.5
ENSG00000261096	AC073476.3	RP11-690I21.2
ENSG00000233406	AL162430.1	RP11-296A18.5
ENSG00000228886	AL138963.1	RP11-290D2.3
ENSG00000261108	AC138907.4	RP11-586K12.5
ENSG00000232309	AL390856.1	GS1-122H1.1
ENSG00000251062	AC025459.1	CTD-2218G20.1
ENSG00000258090	AC093014.1	RP11-734E19.1
ENSG00000238193	AC112656.1	RP11-555H23.1
ENSG00000254532	AC124657.1	RP11-624D11.2
ENSG00000234944	AL365199.1	RP11-124O11.1
ENSG00000257526	AC107032.2	RP11-20E24.1
ENSG00000240809	AC026877.1	RP11-550F7.1
ENSG00000260947	AL356489.2	RP11-384P7.7
ENSG00000214650	AC073592.1	RP11-83B20.1
ENSG00000255361	AC103843.2	RP11-412B14.2
ENSG00000229064	AC104073.1	RP11-746P2.5
ENSG00000265477	AP000915.2	RP11-720L2.2
ENSG00000264514	AP000915.1	RP11-720L2.4
ENSG00000230699	AL645608.3	RP11-54O7.1
ENSG00000231854	LINC02570	XXbac-BPG27H4.8
ENSG00000270988	AC019257.2	RP11-439C15.5
ENSG00000260455	NBAT1	CASC14
ENSG00000227113	AC073210.1	RP11-460N20.4
ENSG00000228072	AL139008.2	RP11-255A11.2
ENSG00000256654	AC005906.2	RP11-429A20.4
ENSG00000196114	AL031577.1	RP3-391O22.3
ENSG00000254606	AC013714.1	RP11-22P4.2
ENSG00000262636	AC099489.2	CTD-3088G3.4
ENSG00000260846	FRG2HP	RP11-488I20.7
ENSG00000271215	RPL21P136	RP11-180M15.5
ENSG00000260866	AC138915.3	RP11-626K17.5
ENSG00000126005	MMP24OS	MMP24-AS1
ENSG00000272478	AL020996.3	RP1-317E23.7
ENSG00000223732	AL359706.1	RP11-321C24.1
ENSG00000235159	AL121672.2	RP6-109B7.4
ENSG00000241990	PRR34-AS1	RP6-109B7.3
ENSG00000273335	AP005432.2	RP11-61L19.2
ENSG00000232188	AL354714.3	RP11-312J18.6
ENSG00000229797	AC140481.1	AC140481.8
ENSG00000213080	AL354714.2	RP11-312J18.5
ENSG00000262435	AC215219.2	ABC7-42389800N19.1
ENSG00000262890	AC027281.1	RP11-424M24.5
ENSG00000227710	AC245517.2	LL22NC03-30E12.13
ENSG00000257373	AC012038.1	RP11-547C5.2
ENSG00000225333	AL035404.1	RP1-144F13.4
ENSG00000225741	AC245517.1	LL22NC03-88E1.17
ENSG00000234851	RPL23AP42	RP11-3P17.3
ENSG00000267314	AC104532.1	AC104532.2
ENSG00000258932	AL390334.1	CTD-3006G17.2
ENSG00000260850	AC087564.1	RP11-437L7.1
ENSG00000269742	BNIP3P29	CTB-135N1.2
ENSG00000223502	AL731537.1	RP11-96B5.3
ENSG00000227527	AC096540.1	RP11-223A3.1
ENSG00000233159	AC007390.1	AC007390.4
ENSG00000260983	AC010528.1	RP11-150D5.2
ENSG00000228028	AC069257.1	AC069257.8
ENSG00000257612	MIR4307HG	RP11-384J4.1
ENSG00000226724	AC109780.2	RP11-795A2.3
ENSG00000273331	TM4SF19-TCTEX1D2	TM4SF19
ENSG00000258081	AL110292.1	RP11-384J4.2
ENSG00000269199	AC003973.1	AC003973.5
ENSG00000260194	AC007496.1	RP11-357N13.2
ENSG00000256155	AC022075.2	RP11-277P12.9
ENSG00000256288	AC022075.3	RP11-277P12.10
ENSG00000234431	AC007283.1	AC007283.5
ENSG00000241003	AC108860.1	RP11-22C11.1
ENSG00000215146	BX322639.1	RP11-313J2.1
ENSG00000206144	AC022034.1	RP11-400K9.2
ENSG00000242958	AC040975.1	RP11-662B19.1
ENSG00000236772	AL034550.1	RP5-1184F4.5
ENSG00000242366	UGT1A8	UGT1A1
ENSG00000204393	NOL4L-DT	RP11-410N8.4
ENSG00000233293	AL133343.2	RP11-410N8.3
ENSG00000205861	PCOTH	C1QTNF9B-AS1
ENSG00000205670	SMIM11A	SMIM11
ENSG00000230035	AL359738.1	RP11-174G17
ENSG00000263072	ZNF213-AS1	RP11-473M20.14
ENSG00000258172	AC073655.1	RP11-1105G2.4
ENSG00000257052	AP003721.4	RP11-881M11.2
ENSG00000250620	LINC02515	RP11-91J3.3
ENSG00000258365	AC073655.2	RP11-1105G2.3
ENSG00000251643	AC093763.2	RP11-91J3.1
ENSG00000251490	AC093763.1	RP11-237D3.1
ENSG00000234548	LINC02020	RP11-78H24.1
ENSG00000071462	BUD23	WBSCR22
ENSG00000272092	AC087623.3	RP11-350N15.5
ENSG00000254898	AC087362.1	RP11-513D5.2
ENSG00000255487	AC087362.2	RP11-513D5.5
ENSG00000249642	AC097521.1	RP11-565A3.1
ENSG00000250590	LINC02492	RP11-565A3.2
ENSG00000231476	AC074389.2	AC074389.5
ENSG00000254649	AP003086.3	RP11-452H21.2
ENSG00000216480	AL078604.1	RP3-393E18.1
ENSG00000227269	AL162427.1	RP11-96L7.2
ENSG00000229625	AC016877.1	RP11-44N12.2
ENSG00000224321	RPL12P14	RP11-169K16.6
ENSG00000228262	LINC01320	AC073218.2
ENSG00000261534	AL596244.1	RP11-244O19.1
ENSG00000249577	AC010424.1	CTD-2195M15.1
ENSG00000250030	AC104806.1	RP11-584P21.4
ENSG00000149196	HIKESHI	C11orf73
ENSG00000254539	AC239804.1	RP4-791M13.3
ENSG00000226004	AL591468.1	RP11-10J5.1
ENSG00000229922	LINC02528	RP11-240M16.1
ENSG00000224885	EIPR1-IT1	TSSC1-IT1
ENSG00000270503	YTHDF2P1	RP11-407N17.6
ENSG00000229220	AC096633.1	RP11-47A17.2
ENSG00000225181	AL121584.1	RP11-388K2.1
ENSG00000270569	AC068276.1	RP11-127H13.1
ENSG00000253144	AC104117.2	RP11-281O15.7
ENSG00000226032	AL035530.1	RP1-111C20.3
ENSG00000273489	AC008264.2	RP11-180C16.1
ENSG00000226380	AC016831.1	MIR29A
ENSG00000249101	AC008834.1	AC008834.2
ENSG00000234199	LINC01191	AC010982.1
ENSG00000255469	BOLA3P1	RP11-725K16.2
ENSG00000185860	CCDC190	C1orf110
ENSG00000267452	LINC02073	RP11-1018N14.5
ENSG00000249383	LINC02071	RP11-1018N14.1
ENSG00000256035	AP000619.2	AP000619.6
ENSG00000232874	AC080129.2	RP11-135A1.2
ENSG00000251172	AC117470.1	RP11-529P9.1
ENSG00000232104	RFX3-AS1	RP11-509J21.1
ENSG00000237359	AL354977.2	RP11-509J21.2
ENSG00000251513	LIX1-AS1	RP11-155G15.2
ENSG00000227407	AC245884.1	AC008746.3
ENSG00000229018	PMS2P7	RP11-313P13.3
ENSG00000233099	AC095030.1	RP11-375A5.1
ENSG00000251654	AC099499.1	RP11-192H6.2
ENSG00000253347	AC040934.1	CTD-2026D20.2
ENSG00000233739	AL031587.2	RP5-1039K5.13
ENSG00000249109	AC140125.2	RP11-1026M7.2
ENSG00000163507	CIP2A	KIAA1524
ENSG00000233352	AL035660.1	RP1-300I2.3
ENSG00000261915	AC026954.2	RP11-542C16.2
ENSG00000228187	AC093433.1	RP11-363H12.1
ENSG00000244081	AL591379.2	RP11-350D23.4
ENSG00000265126	AC004448.5	CTB-187M2.2
ENSG00000266002	AC091059.1	RP11-567L7.5
ENSG00000213269	AC004386.1	AC004386.4
ENSG00000226515	AC004386.2	AC004386.3
ENSG00000228073	AC133106.1	AC133106.2
ENSG00000236115	AL136097.2	RP11-62C3.6
ENSG00000006015	REX1BD	C19orf60
ENSG00000248229	AC106872.4	RP11-366M4.12
ENSG00000259779	LINC01922	RP11-231E4.2
ENSG00000270424	AC145285.6	RP11-1348G14.6
ENSG00000248764	AC092435.2	RP11-292D4.2
ENSG00000136315	AL355922.1	RP11-84C10.2
ENSG00000258918	AL355922.5	RP11-219E7.4
ENSG00000235787	AC092047.1	RP11-219I21.1
ENSG00000112851	ERBIN	ERBB2IP
ENSG00000214961	FO393409.1	RP11-355K23B.1
ENSG00000233583	AL356273.1	RP4-635A23.3
ENSG00000241886	AC112496.1	RP11-242C19.2
ENSG00000261329	AC016597.1	CTD-2049O4.1
ENSG00000270664	AC010900.2	RP11-544H14.1
ENSG00000155622	XAGE2	XAGE2B
ENSG00000179028	AC245177.1	RP11-363G10.2
ENSG00000254515	AP001124.1	RP11-775A1.2
ENSG00000257350	AC027287.1	RP11-616L12.4
ENSG00000260345	AC009052.1	AC009052.12
ENSG00000253216	AC022790.1	RP11-744J10.2
ENSG00000267620	AC090771.1	RP11-795H16.2
ENSG00000250076	AC017013.1	RP11-141P6.1
ENSG00000249882	LINC02501	RP11-665I14.1
ENSG00000249359	AC093274.1	RP11-374A4.1
ENSG00000227449	FGF7P6	RP11-111F5.5
ENSG00000256898	AP002770.2	RP11-707G14.8
ENSG00000251182	LINC02497	RP11-617I14.1
ENSG00000231838	CR769775.2	RP11-449H15.2
ENSG00000224052	HTATSF1P1	HTATSF1P
ENSG00000266767	AP000897.2	RP11-678G15.2
ENSG00000254459	AP002812.2	RP11-91P24.7
ENSG00000249082	C5orf66-AS1	CTC-276P9.1
ENSG00000273084	AC092171.5	RP11-1275H24.3
ENSG00000217289	AC079776.1	AC018865.5
ENSG00000257703	AC068643.1	RP11-328J6.1
ENSG00000228329	LINC01890	AC097495.3
ENSG00000249156	AC233724.6	RP11-432M8.9
ENSG00000216718	AL024509.2	RP3-522P13.1
ENSG00000237055	MTCO1P48	AC097374.3
ENSG00000238116	Z95327.1	RP3-347M6.2
ENSG00000249236	AC008892.1	CTD-2227I18.1
ENSG00000261789	AC023830.2	RP11-709D24.5
ENSG00000273148	AL035563.1	RP5-1068E13.7
ENSG00000229486	AC104454.1	RP4-552O12.1
ENSG00000227265	AL845331.1	AC073464.4
ENSG00000197320	AC060834.1	AC060834.2
ENSG00000271077	AC096553.1	AC096553.5
ENSG00000266951	AC093072.1	AD000091.2
ENSG00000229393	AL139246.4	RP3-395M20.3
ENSG00000235163	AC096644.3	RP11-410C4.1
ENSG00000259170	AC090985.1	RP11-763K15.1
ENSG00000233392	AC104809.2	AC104809.4
ENSG00000198237	AC131392.1	RP11-98J23.2
ENSG00000254607	AP001783.1	RP11-115C10.1
ENSG00000249286	AMD1P3	CTD-2210P15.2
ENSG00000224656	AL009172.1	RP1-212G6.4
ENSG00000226206	BX470209.1	RP5-1050E16.2
ENSG00000218766	AL450338.1	RP11-207F8.1
ENSG00000216829	FGF7P4	BX005214.1
ENSG00000248978	AC009901.1	RP11-98H4.1
ENSG00000235385	LINC02154	GS1-600G8.5
ENSG00000232841	BRWD1P3	AC098592.8
ENSG00000270835	AP001425.1	AP001425.14
ENSG00000233420	AC002127.2	AC002127.4
ENSG00000223827	LINC02569	XXbac-BPG249D20.9
ENSG00000245864	MEF2C-AS2	CTC-467M3.1
ENSG00000248340	AC106047.2	RP11-293A21.2
ENSG00000253586	AC067817.1	RP11-723D22.2
ENSG00000273297	AC009275.1	RP11-38M8.1
ENSG00000225665	AC073475.1	SAR1P3
ENSG00000268635	AP003680.1	DKFZP434E1119
ENSG00000267097	SLC14A2-AS1	RP11-309E23.2
ENSG00000243518	AC108729.2	RP11-639F1.2
ENSG00000224865	AC009518.1	AC009518.4
ENSG00000260802	SERTM2	LINC00890
ENSG00000254069	AC134698.4	RP11-359P18.7
ENSG00000267336	EIF4A2P1	RP11-773H22.2
ENSG00000223421	AL354854.1	RP11-572H4.1
ENSG00000253263	AP003354.1	KB-1507C5.3
ENSG00000266527	AC005697.2	RP11-138P22.1
ENSG00000236907	AC023141.9	RP11-548K12.3
ENSG00000229760	MTCO1P52	RP11-266I3.5
ENSG00000260390	AL360014.1	RP11-575I8.1
ENSG00000231219	PRAMEF32P	RP11-219C24.8
ENSG00000204501	PRAMEF15	PRAMEF9
ENSG00000267654	LINC01882	RP11-973H7.4
ENSG00000271546	AC245389.1	RP4-725K1.1
ENSG00000226824	AC006001.2	RP4-756H11.3
ENSG00000263604	AC015688.1	RP11-19P22.3
ENSG00000264240	CPDP1	RP11-19P22.6
ENSG00000255201	AC087623.2	RP11-350N15.4
ENSG00000230260	AL136322.1	RP11-75C23.1
ENSG00000250673	REELD1	RP11-6L6.2
ENSG00000229978	PRAMEF36P	RP13-221M14.3
ENSG00000271500	AC005183.1	RP11-288K12.1
ENSG00000267257	AC105105.1	RP11-1151B14.4
ENSG00000232464	Z98949.3	CTA-125H2.1
ENSG00000237768	AL731563.2	RP11-344N10.2
ENSG00000232912	AL096855.1	RP5-1115A15.1
ENSG00000263429	TMEM238L	LINC00675
ENSG00000227210	AC079145.1	AC079145.4
ENSG00000218175	AC016739.1	AC016739.2
ENSG00000271252	AL683887.1	RP11-286B14.2
ENSG00000272482	AC254633.1	RP11-474O21.5
ENSG00000250629	AC091435.2	RP11-122C5.3
ENSG00000271195	AC018618.2	RP11-162I7.2
ENSG00000259345	AC013652.1	RP11-624L4.1
ENSG00000259423	AC113146.1	RP11-265N7.2
ENSG00000266288	AP005671.1	CTD-3096M3.2
ENSG00000100077	GRK3	ADRBK2
ENSG00000237387	AL022329.2	CTA-407F11.7
ENSG00000259585	RBM17P4	RP11-150L8.4
ENSG00000227511	AC005297.1	GS1-466O4.2
ENSG00000230402	LINC01349	RP11-84O12.4
ENSG00000266944	AC005262.1	AC005262.4
ENSG00000267327	AC009271.1	CTD-2008L17.1
ENSG00000206129	AC006305.1	CTD-2008L17.2
ENSG00000270615	SGO1P1	RP11-379C1.1
ENSG00000261715	LINC01477	RP11-653G8.2
ENSG00000226483	AL392088.1	RP5-964H19.2
ENSG00000271122	AC018647.2	RP11-379H18.1
ENSG00000272356	AL080317.3	RP5-1112D6.8
ENSG00000270535	ELOCP34	TCEB1P34
ENSG00000259659	AC009996.1	RP11-151N17.1
ENSG00000137038	DMAC1	TMEM261
ENSG00000226063	AC009531.1	AC009531.2
ENSG00000139496	NUP58	NUPL1
ENSG00000223624	AL033528.1	RP1-125I3.4
ENSG00000253252	AC022784.2	RP11-10A14.6
ENSG00000243089	AC107029.1	RP11-779P15.2
ENSG00000237539	AC003669.1	GS1-594A7.5
ENSG00000214245	PUDPP3	HDHD1P3
ENSG00000203362	POLH-AS1	RP3-337H4.8
ENSG00000273177	AC092954.2	RP11-368I23.4
ENSG00000241383	LINC01997	RP11-152C17.1
ENSG00000250580	SNRPCP8	RP11-93K22.14
ENSG00000248607	AC117422.1	RP11-158I23.1
ENSG00000237645	AC092967.1	RP11-521A24.1
ENSG00000266373	AP002472.1	RP11-710M11.1
ENSG00000228838	AL355483.2	RP4-784A16.2
ENSG00000237473	AC068759.1	RP11-324C10.1
ENSG00000224905	AP001347.1	AP001347.6
ENSG00000269463	AP001160.4	RP11-727F15.13
ENSG00000229869	AL359878.2	RP11-363N22.2
ENSG00000266513	AP002478.2	RP11-874J12.3
ENSG00000237713	AC011287.2	AC006000.5
ENSG00000257570	AC020612.2	RP11-133N21.12
ENSG00000259818	AL606760.3	RP5-1024G6.7
ENSG00000261428	AC097461.1	RP11-16P6.1
ENSG00000262008	AC010547.5	RP11-510M2.8
ENSG00000234985	AC074085.2	RP11-3L10.3
ENSG00000233411	AL359962.1	RP11-104L21.2
ENSG00000273160	AL359962.2	RP11-104L21.3
ENSG00000213295	AC092106.1	AC092106.2
ENSG00000255508	AP002990.1	MIR3654
ENSG00000249380	AC138853.1	RP11-1325J9.1
ENSG00000226527	AP000289.1	AP000289.6
ENSG00000233862	AC016907.2	AC016907.3
ENSG00000225943	AC016907.1	AC016907.2
ENSG00000244268	AC117394.2	RP11-529G21.2
ENSG00000261728	AL138690.1	RP11-307O13.1
ENSG00000231081	AL078587.1	RP4-760C5.3
ENSG00000254367	AC087269.1	RP11-211C9.1
ENSG00000269752	AC008761.2	CTD-3149D2.3
ENSG00000270035	AL359881.2	RP11-338N10.2
ENSG00000225126	AL365194.1	RP4-549F15.1
ENSG00000261067	AC109460.3	RP11-264B17.3
ENSG00000248461	LINC02119	CTD-2207A17.1
ENSG00000260331	AC079148.1	RP11-111J6.2
ENSG00000260107	AC005606.1	AC005606.15
ENSG00000250659	AP001363.1	RP11-864I4.3
ENSG00000236924	AL162411.1	RP11-390F4.6
ENSG00000267047	AC040977.2	RP11-589P10.7
ENSG00000263316	AC027763.2	RP11-530N7.3
ENSG00000228750	LINC01672	RP11-242F24.1
ENSG00000244706	AC026353.1	RP11-298O21.3
ENSG00000253760	AC009812.2	RP11-48B3.2
ENSG00000240573	AC117462.1	RP11-354H21.2
ENSG00000155754	C2CD6	ALS2CR11
ENSG00000234282	AL109809.2	RP4-673D20.4
ENSG00000249111	AC108517.1	RP11-622J8.1
ENSG00000261560	AC007216.3	RP11-166B2.3
ENSG00000216523	AL109941.1	RP3-435K13.1
ENSG00000262434	AC087392.4	RP11-676J12.8
ENSG00000259749	NCAPGP2	CTD-2022H16.2
ENSG00000232553	CLK2P1	AC006026.10
ENSG00000228477	AL663070.1	RP3-342P20.2
ENSG00000133872	SARAF	TMEM66
ENSG00000240033	AC069439.2	RP11-12K11.2
ENSG00000239227	AC069439.1	RP11-12K11.1
ENSG00000272502	AC104958.2	RP11-713M15.2
ENSG00000234535	AL161719.1	RP11-37L2.1
ENSG00000227421	LINC01724	RP11-476B1.1
ENSG00000259677	AC027176.2	RP11-493E3.1
ENSG00000270619	AL391358.1	RP11-197B12.1
ENSG00000149474	KAT14	CSRP2BP
ENSG00000225178	RPSAP58	RPSAP56
ENSG00000254319	AC246817.2	RP11-134O21.1
ENSG00000260548	AL035425.2	RP6-24A23.6
ENSG00000237863	AL035425.1	RP6-24A23.3
ENSG00000258245	RPL10P13	RP11-114H23.3
ENSG00000267589	AC011444.4	CTC-232P5.4
ENSG00000225191	AL136455.1	RP11-97C18.1
ENSG00000268992	CDC42EP3P1	CTB-175P5.2
ENSG00000254665	AC091053.1	RP11-152H18.3
ENSG00000267934	AC010300.1	CTB-176F20.3
ENSG00000248505	LINC02380	RP11-319E12.1
ENSG00000117385	P3H1	LEPRE1
ENSG00000228037	AL139246.3	RP3-395M20.9
ENSG00000225931	AL139246.2	RP3-395M20.7
ENSG00000271895	AL109811.3	RP4-635E18.8
ENSG00000269139	AC010336.5	CTD-3193O13.8
ENSG00000267456	AC023043.3	RP11-49I11.3
ENSG00000234763	AL359378.2	RP11-203H2.2
ENSG00000219703	RAP1BP3	RP1-92C8.2
ENSG00000259607	AC108449.3	CTD-2647L4.5
ENSG00000227081	AC005912.1	RP11-543P15.1
ENSG00000229842	MTATP6P13	RP5-837O21.4
ENSG00000237490	RPS27AP17	RP13-926M18.1
ENSG00000174171	AC020659.1	RP11-23P13.6
ENSG00000267663	PPIAP56	RP11-64C12.9
ENSG00000269898	AC018695.2	RP11-568J23.4
ENSG00000213358	AC092933.1	AC092933.4
ENSG00000234211	AL451067.1	RP11-25K21.1
ENSG00000263590	AC239800.3	RP11-403I13.8
ENSG00000249192	MTND3P25	CTB-36O1.3
ENSG00000219384	AL138880.1	RP11-491H9.3
ENSG00000236807	AC092066.1	AC092066.6
ENSG00000235339	GEMIN2P2	RP11-626A1.1
ENSG00000227946	AC007383.2	AC007383.3
ENSG00000185837	HDHD5-AS1	CECR5-AS1
ENSG00000269940	AL049840.3	RP11-73M18.7
ENSG00000223819	PPIAP89	RP3-347M6.1
ENSG00000233729	AC016909.2	AC016909.1
ENSG00000215094	AL583835.1	RP11-244K5.7
ENSG00000228800	AL590068.1	RP11-253D19.1
ENSG00000250945	AC096773.1	RP11-810P8.1
ENSG00000236178	VARS2	VARSL
ENSG00000163026	WDCP	C2orf44
ENSG00000248138	AC097515.1	RP11-446J8.1
ENSG00000260924	LINC01311	AC004463.6
ENSG00000234863	AC096644.2	RP11-410C4.2
ENSG00000258928	AL358333.2	RP11-463J10.2
ENSG00000257443	AC068305.3	RP11-150C16.1
ENSG00000257288	AC068305.2	RP11-557F20.2
ENSG00000256139	AC007637.1	RP11-968O1.5
ENSG00000226725	PABPC1L2B-AS1	RP11-493K23.1
ENSG00000270812	AC002069.2	CTA-326K9.1
ENSG00000232531	AC027612.3	AC027612.1
ENSG00000217585	AL021407.2	RP1-13D10.5
ENSG00000254802	AC022182.2	AC022182.3
ENSG00000250183	AC097173.1	RP11-96A1.4
ENSG00000270593	AC073333.2	RP11-455J15.1
ENSG00000257042	AC008011.2	RP11-993B23.3
ENSG00000265356	AC004147.4	RP11-17M24.1
ENSG00000263435	AC024610.1	RP11-17M24.2
ENSG00000264990	AC005549.1	RP11-215E13.2
ENSG00000250990	AC098851.1	AC073635.5
ENSG00000261459	AC002310.5	ZNF747
ENSG00000230806	SRGAP2-AS1	RP11-343N15.1
ENSG00000262322	MTND4P34	RP11-109M19.2
ENSG00000258628	AC126603.1	RP11-492D6.3
ENSG00000271322	AL357312.1	RP11-390F10.3
ENSG00000258292	LINC02410	RP11-536G4.1
ENSG00000272506	AL357078.3	RP4-535B20.4
ENSG00000263797	AP005210.1	RP11-146G7.2
ENSG00000156017	CARNMT1	C9orf41
ENSG00000213343	RPL21P18	RP11-118B13.1
ENSG00000255727	LINC01489	RP11-508P1.2
ENSG00000265378	AC012572.1	RP11-123I22.1
ENSG00000266273	AC044873.1	RP11-715C4.1
ENSG00000228742	LINC02577	RP5-884M6.1
ENSG00000256093	AC122688.1	RP11-158L12.2
ENSG00000251081	AC104663.1	RP11-713M6.2
ENSG00000260468	LINC01290	RP11-27M24.3
ENSG00000254910	AC136475.2	RP11-326C3.7
ENSG00000146963	LUC7L2	C7orf55-LUC7L2
ENSG00000226053	LINC01776	RP5-1070A16.1
ENSG00000241490	AC093010.2	RP11-553L6.2
ENSG00000240487	AC093010.1	RP11-553L6.3
ENSG00000213772	EIF1P7	RP11-385J23.1
ENSG00000267088	AC087683.1	RP11-115N12.1
ENSG00000273165	AL121652.1	RP11-1057B6.1
ENSG00000271557	YPEL5P2	RP11-692M12.4
ENSG00000237160	AC004022.2	AC004022.7
ENSG00000179101	AL590139.1	RP11-349N19.2
ENSG00000228998	AC091167.2	RP11-697E2.7
ENSG00000244510	AC008267.5	GS1-124K5.7
ENSG00000273275	AC017083.2	RP11-474G23.2
ENSG00000271537	AC009220.3	RP11-365F18.6
ENSG00000254592	AC123788.1	RP5-1173A5.1
ENSG00000256083	AC090673.2	RP11-366L20.3
ENSG00000217801	AL390719.1	RP11-465B22.3
ENSG00000240980	AC093904.1	RP11-734K21.4
ENSG00000206195	DUXAP8	AP000525.9
ENSG00000169203	NPIPB12	RP11-231C14.4
ENSG00000236006	AL662848.1	LINC00243
ENSG00000234988	LINC01849	AC068538.4
ENSG00000234497	ERICH3-AS1	RP4-612J11.1
ENSG00000270076	AF131215.7	AF131215.8
ENSG00000227809	AL355674.1	RP11-171A24.2
ENSG00000257653	AC117498.1	RP11-579D7.2
ENSG00000266306	AC061975.5	CTD-2008P7.6
ENSG00000260585	AL359851.1	RP13-192B19.2
ENSG00000229532	AC105443.1	AC105443.2
ENSG00000234766	LINC01496	RP11-56H2.2
ENSG00000234832	AL096677.1	RP3-322G13.7
ENSG00000182873	PRKCZ-AS1	RP11-181G12.2
ENSG00000161103	AC008132.1	AC008132.13
ENSG00000213280	AC090114.1	RP11-212P7.1
ENSG00000228806	AC092628.1	AC092628.3
ENSG00000179300	RTL3	ZCCHC5
ENSG00000235390	AC051619.1	CTD-2651B20.5
ENSG00000230285	AC092807.1	RP11-290M5.2
ENSG00000170092	SPDYE5	AC018720.10
ENSG00000243584	AC068769.1	RP11-14I2.2
ENSG00000232392	AC002366.1	AC002366.3
ENSG00000273141	AP001269.4	RP11-820I16.4
ENSG00000229571	PRAMEF25	PRAMEF26
ENSG00000243018	AC005486.1	RP5-1070G24.2
ENSG00000223653	AL078459.1	RP11-131L23.1
ENSG00000213729	AC098828.1	AC098828.3
ENSG00000223734	AC098828.2	RP11-644K8.1
ENSG00000271911	AL357054.3	RP11-532F6.5
ENSG00000251448	AC063919.1	RP11-71E19.2
ENSG00000229886	AC068533.2	RP5-1132H15.3
ENSG00000223837	AL645941.1	BRD2-IT1
ENSG00000236510	AC011284.1	AC011284.3
ENSG00000233907	LINC01761	RP4-617C6.1
ENSG00000213888	LINC01521	AC005003.1
ENSG00000188585	CLEC20A	LINC00083
ENSG00000267564	AP001109.1	RP11-128P17.3
ENSG00000265204	AC090772.2	RP11-403A21.3
ENSG00000227930	AC003087.1	AC009508.1
ENSG00000260382	AC087481.1	RP11-540B6.2
ENSG00000224003	YES1P1	CTA-407F11.6
ENSG00000253400	AL356133.2	RP11-337A23.6
ENSG00000242198	AC008897.1	CTD-2235C13.1
ENSG00000273107	AL512598.1	RP11-165A20.3
ENSG00000213548	PPIAP81	AC005522.6
ENSG00000260743	AC007823.1	RP11-255C15.3
ENSG00000215464	AP000354.1	AP000354.2
ENSG00000269974	AC091057.3	RP11-932O9.10
ENSG00000269930	AC091057.2	RP11-932O9.9
ENSG00000254419	AL139349.1	RP11-261P9.4
ENSG00000248762	AC012339.1	RP11-31K23.2
ENSG00000243312	AC093827.1	RP11-397E7.1
ENSG00000249050	AC021242.1	RP11-375N15.1
ENSG00000232893	IQCA1-AS1	AC019068.2
ENSG00000236653	LINC01923	AC005235.1
ENSG00000263231	AC217785.3	RP11-263K19.8
ENSG00000246740	PLA2G4E-AS1	CTD-2382E5.1
ENSG00000265801	AC069366.2	RP11-720N19.2
ENSG00000259654	AC115102.1	RP11-245C17.2
ENSG00000233619	AC006328.1	AC006328.9
ENSG00000232671	AL391069.2	RP11-126K1.2
ENSG00000253232	AC091144.1	RP11-359B20.5
ENSG00000253735	AC021736.1	RP11-115J16.3
ENSG00000272727	LINC02266	RP11-142A22.4
ENSG00000251171	AC096741.2	RP11-327O17.2
ENSG00000251177	AC093829.1	RP11-401E5.2
ENSG00000267688	KF456478.1	AC005262.2
ENSG00000249580	MTATP6P22	RP11-52L11.6
ENSG00000242836	MTCO3P35	RP11-52L11.7
ENSG00000256210	AC005255.1	AC005255.3
ENSG00000230393	AC092667.1	AC092667.2
ENSG00000264714	AP005117.1	RP11-21G15.1
ENSG00000260779	AP001180.1	RP11-856M7.1
ENSG00000236336	AL022725.1	RP3-430A16.1
ENSG00000239455	AC074043.1	RP11-561O4.1
ENSG00000239632	MTND4LP3	RP11-52L11.9
ENSG00000242190	AC017015.2	RP11-142L1.1
ENSG00000242009	AC129807.1	RP11-359D24.1
